1,1,153044
1,2,152006
1,3,145851
2,1,157921
3,1,159803
1,4,139732
1,5,137686
1,6,140642
1,7,147551
1,8,137478
4,1,155761
1,9,123442
1,10,106412
1,11,113404
1,12,128421
1,13,125424
1,14,114401
5,1,166731
6,1,173703
7,1,137663
8,1,95552
9,1,73517
10,1,52557
11,1,52577
12,1,54586
13,1,42699
13,2,42823
13,3,35808
13,4,22656
13,5,10500
13,6,3470
13,7,3516
13,8,5495
13,9,12716
12,9,4496
13,10,10484
11,9,1475
11,8,447
11,7,720
11,6,520
11,5,569
10,5,586
9,5,531
8,5,484
7,5,411
6,5,365
5,5,348
5,6,307
5,7,336
5,8,373
5,9,357
13,11,8471
12,11,9474
11,11,10473
10,11,6420
9,11,5386
9,10,5383
9,9,4372
10,7,502
9,7,460
8,7,425
7,7,396
7,8,367
7,9,6528
8,9,6392
7,10,4218
7,11,3142
7,12,8094
7,13,10057
8,13,7040
5,10,325
5,11,275
5,12,7331
5,13,13422
5,14,21373
5,15,35463
4,15,9377
3,15,8841
3,16,7563
3,17,8508
3,14,8729
6,15,25376
9,13,5035
10,13,2021
11,13,1015
12,13,1013
1,15,103377
1,16,93350
1,17,81326
1,18,84285
1,19,105436
2,19,68276
3,19,101364
3,20,82174
3,21,83175
4,21,84196
5,21,88237
6,21,90284
6,22,101358
6,23,147654
5,23,81523
4,23,72678
3,23,66736
7,23,79393
8,23,61525
9,23,57707
10,23,54742
11,23,43791
12,23,34669
13,23,45531
13,22,56486
13,21,44459
13,20,38404
13,19,33362
13,18,31408
13,17,33547
12,17,34625
11,17,28677
10,17,16727
9,17,16650
8,17,17515
7,17,16369
6,17,11373
5,17,9415
4,17,9444
3,13,12081
7,15,16383
8,15,6310
9,15,3260
10,15,3393
11,15,4516
12,15,8400
13,15,9188
13,14,4038
1,20,48456
1,21,42527
1,22,58510
1,23,67522
2,23,58617
4,19,53270
5,19,49298
6,19,52301
7,19,42245
8,19,27190
9,19,25200
10,19,21194
11,19,14179
11,20,10224
11,21,10238
10,21,10213
9,21,9218
8,21,4117
3,12,12392
3,11,10470
3,10,13442
3,9,22418
3,8,36462
3,7,57354
3,6,65252
3,5,63194
3,4,61114
3,3,53236
4,3,44512
5,3,44818
6,3,45010
7,3,40870
8,3,37810
9,3,26840
10,3,23820
11,3,13952
